Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU44,OUT046,2685.1064250830723
DRG39,OUT035,845.7480565869137
FDU32,OUT049,2002.590179659158
FDY27,OUT049,2946.820922907714
NCP54,OUT013,2012.704926862672
NCZ41,OUT049,2063.2330993244054
DRL49,OUT013,2354.9737854651266
FDI05,OUT018,1066.84107573739
FDY56,OUT045,3731.293296807795
DRC13,OUT013,2053.696282158284
NCV29,OUT017,2956.83375462955
FDR24,OUT049,1443.1966753832364
FDZ34,OUT018,2710.2462609729
FDP37,OUT035,2069.3486168333707
FDX08,OUT027,4737.182158801949
FDS57,OUT045,2318.033702232832
NCG18,OUT049,1669.5672981564112
FDK25,OUT018,2383.4227810020957
FDH53,OUT049,1305.599597355607
DRI59,OUT018,3158.0968236499307
FDA52,OUT046,2912.231189825091
FDT20,OUT010,75.36353483551625
FDE36,OUT019,391.372961558568
FDI24,OUT017,2878.480890019764
FDB28,OUT018,2822.586216984669
FDV11,OUT017,2916.1281811889476
FDP01,OUT046,2522.6063076849846
FDD34,OUT027,4249.291273280149
FDJ50,OUT027,1465.2341301429926
FDZ44,OUT013,1947.5045476746957
DRO59,OUT035,1231.362739236499
DRB48,OUT045,615.8914537294143
FDR21,OUT018,2463.917306469013
NCE42,OUT010,588.0400845551715
FDO23,OUT046,1516.7059384688273
NCE30,OUT018,2997.8684549124687
FDQ22,OUT035,590.9490679407218
FDY01,OUT045,1889.5457410799568
FDS08,OUT017,2936.079312163455
FDG28,OUT018,3496.851175300627
FDQ51,OUT018,653.1524852598516
FDB05,OUT017,4128.106413884368
FDO56,OUT049,1911.5838146824144
FDE02,OUT018,1288.2788246194054
FDN45,OUT017,3672.4868358587473
FDS09,OUT013,789.5693200783223
NCA54,OUT018,2555.1806127897744
FDP09,OUT010,530.8363482193984
FDC53,OUT045,1621.8923807790993
NCM55,OUT017,3068.5904762999726
FDL09,OUT018,2374.735038069276
FDA11,OUT019,225.16213761587073
FDA50,OUT045,1537.0745589425674
FDC23,OUT017,2938.638812569984
FDE22,OUT049,2615.808071351204
FDD23,OUT046,3081.621159543679
NCA29,OUT049,2844.520293266118
FDK38,OUT046,2423.3214432642394
DRC13,OUT046,1998.82303342316
NCP43,OUT049,2942.2526010133274
FDX28,OUT049,1636.0849842787
FDF08,OUT049,1462.2480601024868
FDZ33,OUT046,2459.0991136071625
FDD10,OUT049,2929.635396091322
FDO58,OUT017,2661.885745748553
FDI50,OUT017,3802.1483135803073
FDO58,OUT045,2716.758994483677
FDX08,OUT013,2979.7724645646417
NCK17,OUT010,81.48756749868448
FDF39,OUT035,4324.994726191418
FDU45,OUT010,266.2751946749959
NCJ18,OUT018,1649.4657719882523
DRC27,OUT019,591.9802160920442
DRC25,OUT035,1395.4978645999795
FDU59,OUT035,2650.316276048777
FDU28,OUT035,3114.1857325167903
NCP30,OUT046,640.8517595725655
FDB39,OUT018,758.2940462862855
FDE41,OUT013,1411.9963512594672
DRH11,OUT010,129.7301790256813
FDA58,OUT045,3899.927125086141
FDU50,OUT046,1896.4707672166512
FDM34,OUT013,2117.4404815442585
FDM44,OUT027,2732.5496766192605
FDR39,OUT045,3016.3472370282743
FDM25,OUT045,2893.4914425407496
FDQ49,OUT049,2561.49384733206
DRH25,OUT018,708.9788742054141
FDM09,OUT027,4484.413903163383
FDL44,OUT019,388.02349102104586
NCR42,OUT018,436.95859911334105
DRL59,OUT046,841.1644308700086
FDX43,OUT013,2780.0959004493534
DRK47,OUT010,583.7443713699308
FDU48,OUT018,1842.3988737252905
FDY12,OUT045,808.3236675950184
NCN43,OUT018,1720.5584859730307
NCM55,OUT018,2594.3616849057125
FDQ21,OUT027,3270.365391026832
FDX13,OUT035,4150.167764132228
NCK30,OUT027,6576.868166955082
FDG20,OUT049,2882.6594778086237
DRG27,OUT017,640.131172689669
FDY14,OUT018,3746.9162970726275
FDP59,OUT035,1667.7248037285772
FDU60,OUT017,2772.1097228469807
NCC18,OUT019,414.51628331897587
DRJ39,OUT017,3587.1449438057884
FDS07,OUT049,1856.6975844451836
FDM08,OUT027,5793.100670646325
FDP51,OUT045,1970.4520086177206
FDU16,OUT035,1324.4101598431105
FDH12,OUT013,1745.211932505089
DRE48,OUT010,500.49895748051904
NCL42,OUT027,6346.890908082255
FDR21,OUT045,2914.243306072348
NCW29,OUT035,2153.473301034448
FDO11,OUT013,4143.151953734336
NCM31,OUT049,2326.648755082084
FDV35,OUT019,374.2219657920102
FDF58,OUT017,994.0813514704157
NCE43,OUT049,2782.5762899808224
FDA02,OUT035,2360.455195263334
DRL37,OUT010,85.25160865703515
FDR24,OUT018,1266.9062827297364
FDW59,OUT049,1345.2295187557665
FDS22,OUT049,709.8848182036422
FDW24,OUT017,804.029218150112
FDU24,OUT035,1552.470304460628
FDA21,OUT027,4878.403037580164
FDH58,OUT027,3113.1039578055143
FDW36,OUT018,1454.730521207326
FDI45,OUT027,4538.417441744471
FDU01,OUT018,2612.4708526329214
FDF35,OUT027,2915.273839233636
FDU43,OUT019,570.8301816502305
FDE24,OUT019,347.4957124733594
FDK50,OUT049,2686.2404034580477
FDG31,OUT045,1019.4106686454827
FDC60,OUT045,1480.0943283945853
FDL36,OUT013,1467.7957439954046
FDP21,OUT013,3129.231222834578
FDW16,OUT045,1469.7586534224747
FDX02,OUT017,3702.3950389203183
FDQ58,OUT027,4056.6065257186774
FDT51,OUT046,1812.772360820183
FDD59,OUT049,1286.2098217774462
NCM42,OUT018,1536.0442823638741
FDA57,OUT018,537.6663760682432
FDZ48,OUT035,1826.3036556157144
FDE46,OUT045,2496.662603603065
NCZ30,OUT019,291.2364003405387
FDB56,OUT017,3105.326144637799
FDA25,OUT027,2796.041421565046
FDD20,OUT013,2049.740298167173
FDL25,OUT013,1515.1771182447415
NCO18,OUT049,2913.473711091215
FDJ45,OUT017,542.0567935217575
FDR12,OUT035,2802.923103349637
NCF19,OUT010,96.14239386817235
FDK25,OUT046,2740.5789884539095
NCR17,OUT046,1870.0112841221905
FDC52,OUT046,2497.1291757954195
NCA54,OUT017,2979.922932808521
FDR45,OUT010,614.0951114367265
NCM19,OUT049,1854.111661230393
FDF39,OUT027,6833.913226533197
FDX23,OUT049,1583.3706567689005
FDD58,OUT027,2673.4007670277665
FDX28,OUT013,1651.0504157519156
NCD31,OUT013,2673.4896856743594
FDU57,OUT018,2128.310515043746
FDI27,OUT046,732.8394737845001
NCM42,OUT046,1775.804646321247
FDD32,OUT027,2205.0247042325022
FDI34,OUT013,3779.7640332525516
NCM29,OUT049,2130.7072471893107
FDG46,OUT018,1586.4245539152723
DRC01,OUT010,110.52868678283244
FDB15,OUT027,6827.9653198666765
NCA17,OUT027,3957.6914664327396
FDF10,OUT046,2431.0193842041713
FDR26,OUT027,4680.5729190082875
FDI02,OUT049,1830.1150328221047
NCM54,OUT010,305.6235100233696
FDF14,OUT013,2489.649210715162
FDJ33,OUT010,299.88296348503013
FDM20,OUT035,4059.1089966402587
FDC03,OUT027,5114.26217170477
NCX05,OUT046,1906.0871505938676
NCM41,OUT027,2476.3731841120043
NCU29,OUT010,372.8047529500923
FDQ59,OUT017,1361.8783495320686
FDH46,OUT010,249.8300641238352
FDH09,OUT013,814.5460391380127
NCD06,OUT045,745.9696922973378
FDC15,OUT035,2550.4060671599455
DRD37,OUT027,1287.6553385390234
FDT28,OUT027,3935.636973908371
FDR28,OUT027,4297.544999438946
FDT38,OUT017,1396.0719944165282
FDV34,OUT027,2052.0400749507326
FDY52,OUT035,1018.2822333486638
FDB34,OUT013,1395.0445099291246
DRL23,OUT018,1469.9108959923728
DRB24,OUT046,2540.0852907997287
FDJ50,OUT046,869.6730916069903
FDQ49,OUT035,2528.2373329471366
FDP20,OUT035,2030.502037866764
FDV19,OUT027,4184.194457022134
NCR54,OUT045,3230.8625709492208
FDO09,OUT010,668.8746281321644
FDS57,OUT018,2009.87440204201
FDN10,OUT049,1923.6821194917243
FDV23,OUT049,2058.9040432916668
FDY28,OUT049,3540.4582390925307
DRG51,OUT013,2671.826859955113
FDD45,OUT019,225.16213761587073
NCL18,OUT027,5044.019984436348
NCM29,OUT013,2140.6842015047882
FDF17,OUT027,5127.763056350042
FDE22,OUT017,2657.3787143323584
FDQ22,OUT017,587.6234165022295
FDS01,OUT013,2958.7616767276377
FDW35,OUT027,1212.465874504426
FDJ33,OUT046,2041.2148211207386
NCF54,OUT035,2818.476374794378
FDE09,OUT013,1802.7550625847796
NCE06,OUT045,2662.465095794243
DRH49,OUT049,1303.3343314324813
FDY43,OUT045,2799.458549629088
NCT05,OUT017,4206.792151337613
FDZ34,OUT045,3166.687896093894
FDL38,OUT017,1423.5284367149645
FDZ31,OUT017,3129.7480115835497
FDR14,OUT035,901.1348115463468
NCN54,OUT049,1268.7772678264416
NCC42,OUT027,3689.61916059244
FDK08,OUT017,1635.563269212115
FDP59,OUT013,1717.6095753059624
FDV22,OUT035,2576.899304062303
FDD33,OUT035,3864.93450273664
DRE60,OUT027,5916.6098922544625
FDK52,OUT046,3737.0890098050304
FDA02,OUT017,2402.0258382444886
FDM56,OUT049,1783.4110370496687
FDE57,OUT035,2325.3285924813777
FDM32,OUT045,1435.695755977989
NCQ30,OUT027,3228.86210719067
FDQ27,OUT027,2803.6604309585405
FDT60,OUT027,3312.605179104364
FDU43,OUT049,3957.6215388922037
NCO55,OUT035,1743.7273554861335
FDG02,OUT045,3149.1339997688333
FDJ28,OUT013,3141.5361735611323
FDP40,OUT045,1838.8049120520502
FDJ38,OUT045,3143.7267249958923
NCC54,OUT017,3984.0727758469466
NCZ41,OUT046,2046.6048421319438
FDK38,OUT019,357.304431046173
FDU52,OUT013,2556.6312041246483
FDC40,OUT046,1234.066610408356
NCR30,OUT017,1197.5563112899868
NCN18,OUT017,1833.0523206311877
FDB50,OUT035,1274.6252219143958
FDG04,OUT013,3096.803333355484
FDR26,OUT035,2907.3606606244193
NCT17,OUT018,2662.533609056271
FDX35,OUT027,5904.714078921421
FDS12,OUT046,2093.541600483621
NCZ29,OUT027,3337.9358456679347
FDB38,OUT010,393.3781992682857
FDP12,OUT013,591.9335054466371
FDP22,OUT046,826.2687798008199
FDS26,OUT018,3687.003122075652
FDR52,OUT046,3162.163536321078
DRJ13,OUT046,2651.2304032197453
FDU48,OUT027,3462.1815715174444
FDE29,OUT035,982.2276813484343
NCT29,OUT049,1994.207814794262
DRK37,OUT018,2673.5281968172476
FDK55,OUT046,1418.961497531433
FDR07,OUT046,1556.3943598627636
FDO21,OUT027,5849.77594185473
FDK46,OUT049,4308.191726607983
FDB12,OUT045,1710.512841048826
FDT31,OUT027,4939.223049898632
FDJ33,OUT045,2042.8776468399847
FDC26,OUT027,2930.379795191138
NCQ02,OUT045,3098.560213625852
FDP08,OUT010,477.98866993220554
FDB11,OUT027,5880.251979428708
FDV55,OUT013,2394.8237690259803
FDW20,OUT049,1980.6049388452564
NCJ18,OUT019,290.5235532403103
FDC41,OUT018,1044.8322869031856
FDE14,OUT027,2716.575153590901
FDG35,OUT013,2877.9476629915494
FDF45,OUT035,916.740137594594
FDS19,OUT027,2110.386448886112
FDS58,OUT019,383.1538872254032
FDA26,OUT017,3641.8192834271586
FDM32,OUT049,1420.7303245047735
FDL45,OUT046,2068.8663973747894
FDZ55,OUT049,2633.9354312000905
FDY37,OUT049,2317.7083051107666
FDO46,OUT046,3147.9584066554053
FDQ60,OUT046,1967.252733295213
FDA19,OUT018,1835.5854689393507
FDL15,OUT046,2528.113030897434
FDM10,OUT018,3003.9041271980777
NCL05,OUT017,670.2262635671366
DRK49,OUT010,80.43760395397635
NCE18,OUT027,6526.2068338279405
FDG40,OUT049,539.7458270877621
DRI59,OUT045,3665.5889238857417
FDK28,OUT035,4240.246635226733
NCD06,OUT019,112.4162843485426
FDO11,OUT019,601.6374486637328
FDK27,OUT046,1958.652280678315
FDT43,OUT027,1417.848971055054
FDD38,OUT018,1423.1094098435342
FDA16,OUT049,3633.336654640262
FDL14,OUT027,4053.1322574352444
NCM17,OUT049,704.5111731115337
FDD20,OUT045,2028.1235638169728
FDA40,OUT045,1435.0523550936407
FDL43,OUT045,1266.303886445594
FDV15,OUT045,1680.0458119932255
FDE52,OUT046,1461.8669033456483
NCL17,OUT010,362.21833268617024
NCJ31,OUT045,3940.5801841191906
FDR60,OUT045,1271.8079561286613
NCA18,OUT035,1896.2188510618666
FDS21,OUT027,1747.6758876994224
FDW09,OUT035,1270.9634601719501
FDL26,OUT035,2530.05925379113
FDS47,OUT018,1236.3270190042517
FDC39,OUT046,3409.310864001308
FDT51,OUT035,1819.4236636971675
FDK40,OUT035,4351.9816243871155
NCG19,OUT045,3880.025089039493
FDZ07,OUT046,997.821334010544
FDF08,OUT027,2399.512617350433
FDO04,OUT013,883.4593490625759
FDK41,OUT018,1157.2872816035874
FDP15,OUT049,4215.48269686028
NCD43,OUT018,1469.689865887609
NCP18,OUT013,2445.9189223238263
FDZ51,OUT046,1523.156332760661
DRH13,OUT035,1778.1642401123295
FDF38,OUT045,637.9434735062412
NCI43,OUT045,778.986237230449
FDM38,OUT027,1523.646535493116
FDS03,OUT013,1053.4114150651174
DRJ47,OUT017,2812.5878407671053
FDT50,OUT010,238.66033040234947
FDV02,OUT046,2832.910379988826
NCG18,OUT017,1692.8468582258579
FDW52,OUT046,2705.8906101795337
FDS40,OUT035,565.1486252301106
FDN31,OUT017,3148.19695609892
FDA37,OUT045,2023.2245132722821
FDA15,OUT046,4129.789047237142
FDL39,OUT046,2977.127474127712
FDJ53,OUT045,2001.4543510025555
FDX22,OUT013,3479.359423119374
NCZ42,OUT045,3942.2213892207237
FDD56,OUT027,4617.147205477245
FDD40,OUT017,3177.5577126410717
FDS50,OUT013,3632.4114830784356
NCN14,OUT013,3028.506496638793
FDT15,OUT013,3018.3333735685665
NCS18,OUT027,2887.3374714574907
NCO26,OUT010,284.32602253839013
FDF58,OUT018,846.3321612104739
NCB19,OUT013,1416.0608408442845
FDH26,OUT017,2306.4550757212683
DRB24,OUT027,4024.393354002984
FDA49,OUT018,1192.9266597828864
FDB32,OUT045,1548.548889759907
FDI36,OUT017,3241.4796063269423
NCA17,OUT010,359.60873571574916
FDH22,OUT013,2059.3942355731315
NCM26,OUT018,2148.697329335006
FDT15,OUT027,4797.1996354643015
FDB16,OUT018,1218.151070850097
NCP54,OUT027,3277.9183690055825
FDJ36,OUT013,1668.9648579525317
FDO28,OUT045,1969.4855162289684
FDU09,OUT013,879.1833123056053
FDF29,OUT017,2108.781802250419
FDY08,OUT013,2311.772257588439
DRJ59,OUT018,499.64114619117186
FDT23,OUT027,2158.5741436301655
FDU15,OUT018,508.9380416158849
FDT47,OUT013,1589.317910106593
FDI53,OUT019,391.94055467670546
FDR59,OUT018,3713.3186359190386
FDD53,OUT035,637.6252832567463
FDY51,OUT017,3626.210918640367
FDT04,OUT049,595.2748041513562
FDU51,OUT049,2901.372098694539
FDG14,OUT035,2497.1787633567565
NCU06,OUT045,3804.3771348687105
DRG25,OUT046,3065.8989325722378
DRH49,OUT035,1351.55627729062
FDN15,OUT035,2274.992701723927
FDL43,OUT018,1062.1170614240905
NCT18,OUT049,3001.826570642488
NCB31,OUT013,4318.122669798311
FDK57,OUT035,1954.2053635181321
FDY04,OUT019,392.17401569742606
NCP54,OUT046,1989.4253667932255
FDF41,OUT013,4033.5051034255457
FDM01,OUT045,1679.3824915830214
FDW03,OUT045,1713.9351632703795
FDF28,OUT045,2007.7779839692425
FDY37,OUT017,2326.022433706997
FDQ03,OUT017,3912.9771606273416
FDP51,OUT027,3190.030555981828
FDJ40,OUT017,1814.1252424296524
FDC32,OUT049,1516.0864309904237
DRI49,OUT027,2215.1833834238278
NCW54,OUT017,897.1408265504142
FDF09,OUT017,606.6190788841493
FDP45,OUT018,3544.8606692331796
DRJ23,OUT018,2634.9042706583896
FDS59,OUT017,1815.291629199113
FDY08,OUT046,2285.1670460805003
FDX16,OUT049,2420.6412790111153
FDY16,OUT018,2599.771739133742
FDK32,OUT035,2506.95424185872
FDQ22,OUT013,619.2171051679065
NCC31,OUT018,2203.264604675397
FDG58,OUT049,2529.7649447128424
DRF48,OUT013,3123.2003921082587
DRH36,OUT049,1185.0973487127942
NCR30,OUT035,1215.8473942016947
FDB03,OUT019,582.3292155393888
FDZ28,OUT027,3346.357390717544
FDR35,OUT017,3270.2730964814086
DRD15,OUT027,6051.014297295297
FDJ33,OUT019,299.5374496932991
FDA56,OUT010,296.699898824412
FDP56,OUT046,773.3567021034667
NCT30,OUT046,775.5127710774591
FDK15,OUT017,1640.1304071175962
FDH44,OUT018,2059.284952287371
FDV01,OUT013,2532.3630133525553
DRG03,OUT017,2503.147985223881
FDG50,OUT027,2420.566479974456
FDR16,OUT010,554.9816180362777
FDZ60,OUT046,1752.9063671357042
DRG03,OUT045,2533.078848170312
FDS56,OUT018,3748.6545603847453
FDU33,OUT045,728.7138306765241
DRD27,OUT035,1609.6389174276887
FDW22,OUT046,3683.6647712967797
DRA24,OUT045,2676.0884083720566
FDF38,OUT049,617.989564875287
FDX48,OUT013,2529.8651713374
FDS58,OUT018,2270.9876842419094
FDC32,OUT046,1507.7723023941928
NCQ29,OUT045,4322.732966577609
DRK39,OUT018,1176.9685367857069
NCS38,OUT017,1874.4020609064507
DRO47,OUT013,1836.8431242537374
DRG27,OUT027,1216.7426784439742
FDC57,OUT027,5005.122401812761
FDS55,OUT046,2417.8425378056445
NCJ06,OUT018,1671.5444577253343
FDO01,OUT019,312.3044597627561
NCM55,OUT045,3055.2878705460025
FDC52,OUT049,2503.780478672404
FDQ15,OUT045,1291.9703609584872
NCT30,OUT027,1350.278516413951
NCR42,OUT027,964.7109270467786
FDD28,OUT035,935.0020078068558
FDQ34,OUT049,1710.867252148388
FDZ12,OUT027,3767.414325839613
DRE13,OUT019,208.08688484987533
NCN07,OUT019,320.52353409592115
FDM28,OUT035,2971.5750504043926
FDI10,OUT017,2827.72954653192
FDQ25,OUT013,2809.279405792907
FDA38,OUT010,626.9141384675984
DRI13,OUT049,3567.0778270481696
FDY20,OUT027,2434.133396034472
NCZ53,OUT035,3087.0025414392785
NCM31,OUT013,2369.8822237824847
DRB01,OUT017,3120.388172299191
DRF37,OUT046,4321.813569645319
NCF42,OUT049,2909.612746323488
FDF16,OUT018,2102.9933987264644
FDB41,OUT013,757.4020231670615
FDR34,OUT013,3744.2165587891095
FDR15,OUT018,2197.7728862986482
NCV42,OUT019,269.69518685784647
FDW51,OUT035,3504.5249426367345
FDU36,OUT017,1595.3149870250143
FDX60,OUT049,1314.363230869669
FDY03,OUT035,1842.562048696325
FDW55,OUT045,4097.146919759071
FDT01,OUT010,539.7260349233331
FDG58,OUT013,2544.730376186058
FDK21,OUT017,4123.849418810612
NCS41,OUT019,439.0095562792785
FDS10,OUT045,2982.995434571144
NCT53,OUT046,2722.2782316274606
FDJ28,OUT018,2693.3106196306953
FDX44,OUT045,1431.1559309581464
FDT20,OUT018,521.1546985750329
FDO44,OUT017,1797.685094339434
NCX17,OUT049,3864.8715484640343
FDY01,OUT017,1909.499649710911
FDJ12,OUT027,5463.471848246187
DRK35,OUT018,500.2002526614822
FDD47,OUT019,405.65387286711166
NCM53,OUT035,1728.0952960153475
FDO45,OUT013,1422.2017212996716
NCM42,OUT010,271.69490832868905
FDE04,OUT046,2947.9157658211425
NCI30,OUT027,6436.5818866624695
FDZ19,OUT013,2882.522993036556
FDW57,OUT013,2927.1090327321485
FDA25,OUT013,1665.7452077681332
FDT22,OUT046,954.2161882141079
FDP51,OUT013,1945.509622829028
FDD48,OUT027,3091.1154966958893
FDY39,OUT035,3018.523482142207
FDO48,OUT010,561.6764017181838
FDD23,OUT027,4855.479977984938
DRN35,OUT027,1080.6011392614225
FDT01,OUT035,3528.4156566205515
FDC20,OUT010,118.89109389220698
DRJ35,OUT035,1007.2489419927945
FDB32,OUT046,1516.9552010942298
FDL24,OUT046,2853.6249711684723
NCV42,OUT035,1849.3221182491131
FDZ46,OUT046,1792.825154193585
FDC15,OUT013,2552.0688928791915
FDD08,OUT019,92.38897210493656
FDY50,OUT049,1455.7490262188285
FDD36,OUT013,1949.5642893093345
FDG57,OUT027,1381.557089644043
FDL21,OUT018,548.7818389671249
FDN16,OUT027,2732.5496766192605
FDJ09,OUT027,1299.5511518720657
FDS01,OUT010,452.0416039108409
FDV33,OUT017,4301.014970803715
DRE12,OUT017,1879.191790374943
FDR07,OUT013,1574.6854427744715
FDP48,OUT010,469.58405102733377
NCB55,OUT035,927.7992845303627
FDQ08,OUT013,957.6869140080933
FDR34,OUT035,3802.415458962726
FDO33,OUT046,1833.5625192681305
FDP13,OUT045,615.1484056836077
FDX12,OUT049,4003.430217625507
NCT06,OUT049,2730.5751064619553
FDR16,OUT019,513.9399974367768
FDE36,OUT046,2724.6953112078786
FDZ36,OUT049,3053.5261263181687
FDV13,OUT045,1426.6116516594752
NCZ17,OUT035,573.2412716573501
FDU56,OUT045,3015.954713031563
FDM09,OUT035,2811.539588441924
FDV02,OUT017,2822.9334256733487
FDS34,OUT018,1572.2153880093626
FDA11,OUT049,1561.686994266005
FDP09,OUT017,3482.085225523221
FDB29,OUT027,3047.9411101327546
FDT19,OUT017,2849.997037828809
DRH15,OUT017,710.6111301838946
FDY38,OUT046,3858.3832277622632
FDF14,OUT027,3998.194120368555
FDN48,OUT010,218.93471247786283
FDQ12,OUT013,3805.949793087302
NCJ43,OUT045,2853.451151684306
FDE17,OUT019,366.80394559770343
FDB05,OUT035,4118.1294595688905
FDH10,OUT045,3165.4492741129743
NCR06,OUT017,648.6121827463182
FDU32,OUT018,1708.861708783206
FDD56,OUT049,2853.1694928991556
FDO36,OUT018,2551.4273795059007
FDH16,OUT010,218.1619055058095
FDX10,OUT018,486.2164971601119
FDZ37,OUT017,1439.4410455768812
FDU31,OUT010,556.6636328194058
DRC49,OUT049,2333.1693600512754
FDL15,OUT045,2499.8449936702486
FDN32,OUT019,447.55653069082655
DRH59,OUT027,2024.972274245445
NCU29,OUT049,2428.6441058494192
FDR37,OUT019,442.04982279551837
FDS14,OUT018,2217.540250744971
FDU02,OUT027,5913.1356239710285
FDJ08,OUT035,3177.5206390110698
NCZ06,OUT045,4181.994459163264
FDO31,OUT049,1331.0749413236922
FDH31,OUT018,1415.6528460756228
FDS58,OUT017,2630.748264005063
NCA53,OUT027,1384.0967594418742
FDF50,OUT046,3268.7435849018957
NCW42,OUT049,3664.646105586292
NCQ17,OUT045,2569.6276409269803
FDK51,OUT018,3730.9140293188448
NCW41,OUT010,384.0222479868189
NCR29,OUT017,890.9720537462881
FDB08,OUT019,382.4348081061414
FDA40,OUT027,2323.32252341549
FDL14,OUT018,2227.411342430724
FDB47,OUT046,3424.6155268786315
FDO03,OUT035,3769.599623892815
DRK13,OUT019,475.5569922088098
FDX13,OUT010,641.9954496465032
FDF52,OUT046,3017.6912062053034
FDT11,OUT013,3112.3764001990157
FDB08,OUT013,2641.6808734003394
FDQ28,OUT018,2190.6036267302115
FDD29,OUT045,4171.915390644159
NCQ29,OUT027,6789.133768657834
NCO02,OUT013,1056.1809435711423
FDR56,OUT010,491.12780048846867
NCM54,OUT049,2046.0857432972982
FDP51,OUT035,1910.5902827248583
FDT38,OUT013,1371.1296086278358
FDZ20,OUT018,3582.3557377761717
FDJ53,OUT013,1978.1747909331093
FDX13,OUT049,4120.236901185796
FDP58,OUT035,3637.5180946804535
NCK31,OUT019,126.22404159661141
FDA35,OUT018,1726.0348142957705
FDV37,OUT018,2806.9839978738933
NCO07,OUT027,5568.268782783903
FDA20,OUT045,3092.446459568892
FDZ59,OUT035,2778.8035556025006
NCY17,OUT017,709.1895569697253
FDQ28,OUT035,2514.8818198097265
FDV35,OUT017,2531.965368784293
FDQ36,OUT013,562.874645596494
FDD34,OUT018,2305.0778775078174
FDK51,OUT045,4368.208854829062
FDV31,OUT035,2894.1090624400836
FDR04,OUT035,1571.94672899539
FDR14,OUT049,894.4835086693618
DRC36,OUT010,436.880464421494
FDE39,OUT019,290.9209643002223
FDP57,OUT049,1699.339065978095
FDE57,OUT046,2322.002941042885
NCN18,OUT046,1828.0638434734492
NCQ05,OUT018,2114.1737600215847
FDW47,OUT035,1961.0957953017319
FDV46,OUT035,2254.110955767027
NCP29,OUT045,1019.9349253491223
FDE09,OUT018,1552.9788168472833
NCU06,OUT027,5978.298471643788
FDT19,OUT010,442.18171492949955
DRF15,OUT017,2493.6250891694244
DRI51,OUT013,2795.096786822324
NCX54,OUT013,1708.0724475255638
DRE01,OUT013,3989.74968810718
NCB07,OUT045,3212.1195160775123
FDU50,OUT035,1876.516858585697
FDG40,OUT035,536.4201756492696
FDW10,OUT018,2466.2124939574555
FDX51,OUT013,3202.2658167778654
NCP17,OUT045,1010.4358854031675
FDP21,OUT035,3099.300359888147
FDL04,OUT045,1711.704354745316
FDV23,OUT013,2018.9962260297586
FDF24,OUT046,1316.1213446611216
FDH56,OUT027,3033.505627001881
FDB51,OUT049,1001.4437866321985
FDI58,OUT027,2557.64261764261
FDR20,OUT013,741.1543432683386
FDC51,OUT018,1727.9331795232679
FDB16,OUT027,2331.8100998798436
FDE40,OUT049,972.2162072747474
NCM17,OUT035,702.8483473922872
FDU56,OUT035,3045.8855759779944
FDS32,OUT019,339.5920741805114
FDX02,OUT049,3695.7437360433332
FDT39,OUT027,4021.1171799637823
FDE35,OUT017,924.8547030190862
NCI42,OUT019,505.4874620828921
DRL23,OUT046,1721.4054995000638
FDA10,OUT046,1991.6807723143988
FDA11,OUT013,1566.6754714237436
NCM06,OUT046,2550.135800677372
NCT05,OUT035,4255.014097195753
NCQ02,OUT010,469.17895573994747
NCY06,OUT049,2122.979725043521
FDY56,OUT035,3701.3624338613636
FDL02,OUT035,1698.739092816385
NCI06,OUT035,2937.499353476999
FDQ14,OUT045,2470.258905206081
FDQ12,OUT017,3766.041975825394
FDP36,OUT046,780.9297943600261
FDK21,OUT027,6512.639917767926
FDO40,OUT045,2422.2040768277534
NCK54,OUT019,283.33899406672367
FDY09,OUT018,2490.3176479959716
NCW30,OUT049,4314.579278519537
NCC55,OUT027,1063.625986332717
FDE58,OUT018,1637.0306480091185
FDR39,OUT013,3026.3241913437514
FDU28,OUT049,3070.95226381639
FDH08,OUT017,3767.8664756038843
FDG35,OUT045,2876.284837272303
FDG22,OUT049,548.8636852141733
FDC34,OUT035,2572.618034841454
FDP15,OUT018,3606.3564036834596
FDK34,OUT010,610.806816781512
FDU45,OUT035,1890.6347598316695
FDQ04,OUT027,1152.38236642733
FDX22,OUT018,2972.99700393258
FDB45,OUT017,1682.1215488058106
NCH43,OUT027,5656.222627222402
DRE60,OUT046,3705.0239968818596
FDD17,OUT027,6140.573213046025
NCM54,OUT017,2079.3422576822218
NCH55,OUT013,2083.3631703546307
NCT06,OUT017,2710.6211978310016
FDA48,OUT027,5767.770004082754
FDY58,OUT027,5939.400889020201
FDO25,OUT045,3492.2107482687697
FDN50,OUT045,1542.4483532244462
FDH35,OUT035,2705.245789286888
FDK09,OUT045,3748.265251917931
FDO16,OUT013,1348.2192090800754
FDW11,OUT045,1029.4030759732489
FDU47,OUT027,3707.3968491772603
NCQ42,OUT010,304.5237244515163
FDK55,OUT027,2405.394492602211
FDN08,OUT049,1909.3072188168585
FDT57,OUT045,3919.363367125484
FDJ12,OUT018,2937.886189608131
DRL59,OUT017,832.8503022737775
NCN53,OUT046,563.1445191031794
FDO51,OUT010,95.28637324154215
FDK56,OUT017,3106.3050763630017
FDY12,OUT035,843.243007699188
FDU15,OUT035,572.959108003985
FDQ19,OUT046,4015.0114976664527
DRF15,OUT045,2525.2187778351013
DRE25,OUT019,222.44977117801454
FDK57,OUT018,1674.1904230071113
FDD33,OUT010,590.5800422735833
FDR34,OUT027,5948.691001140669
